date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-05-19,15.8,13.2,25.2,,10,120,6.7,,1018.1,
2019-05-20,13.9,10.2,17.5,,,84,12.9,,1017.9,
2019-05-21,14.6,12.4,17.7,,20,125,11.7,,1020.3,
2019-05-22,13.4,9.4,18.2,,,134,7.8,,1022.8,
2019-05-23,12.3,6.3,18.2,,,249,2.7,,1020.6,
2019-05-24,13.3,7.2,21.1,,,281,4.7,,1016.3,
2019-05-25,14.8,10.8,21.1,,,300,7.3,,1014.4,
2019-05-26,16,12.9,19.5,,,327,7.6,,1011.9,
2019-05-27,15.6,13.5,19.4,,,74,2.8,,1012.3,
2019-05-28,14.7,10.4,18.8,,,114,3.3,,1015.5,
2019-05-29,11.4,7.7,18.2,,,100,4.8,,1020.1,
2019-05-30,11.8,8.5,13.7,,,78,9.4,,1019.7,
2019-05-31,13.1,10.4,17,,,86,5.6,,1018.5,
2019-06-01,15,10.8,19.2,,,322,5.1,,1018,
2019-06-02,15.1,8.7,20.6,,,294,3.2,,1021.4,
2019-06-03,15.8,10,21.5,,,280,3.8,,1024.7,
2019-06-04,15.1,11.2,21.4,,,344,10.3,,1024.3,
2019-06-05,16,12.9,19.6,,,329,13.4,,1017,
2019-06-06,17,13.8,20.5,,,315,7.9,,1012,
2019-06-07,15.9,11.6,20.4,,,173,7.2,,1017,
2019-06-08,13.4,8.2,20.6,,,294,4.5,,1020,
2019-06-09,14.8,9.2,20.6,,,335,6.8,,1017,
2019-06-10,17.3,12.8,19.9,,,270,4.3,,1015.6,
2019-06-11,15.2,12.6,17.9,,,75,10.2,,1016.4,
2019-06-12,19,14.8,21.7,,,327,6.2,,1010.1,
2019-06-13,17.7,15.5,21.9,,,52,8.6,,1011.2,
2019-06-14,16.1,13.2,19.6,,10,195,8.1,,1014.7,
2019-06-15,12.8,11,15.8,,10,115,14.8,,1019,
2019-06-16,15.7,11.5,17.5,44.2,51,74,12.1,,1020.1,
2019-06-17,16.2,13.6,17.5,22.1,30,355,4.3,,1018.4,
2019-06-18,12.5,10.5,17.4,,71,269,9.7,,1011.4,
2019-06-19,13.7,11.1,18.1,,,240,9.6,,1014.5,
2019-06-20,11.7,5.5,18.1,,,325,5.2,,1022.1,
2019-06-21,13.7,7.2,16.4,,,336,6.7,,1019.9,
2019-06-22,16.7,13.4,20.2,,,5,2.8,,1018.7,
2019-06-23,17.9,14.7,21.2,,,314,3.9,,1011.8,
2019-06-24,13.9,10.2,21.5,,,80,7.1,,1006.5,
2019-06-25,11.7,7.9,15.2,,10,170,13.4,,1009.4,
2019-06-26,9,4.4,14.5,,,250,8.3,,1014.9,
2019-06-27,11.3,6.7,15.1,,,332,13.1,,1012.6,
2019-06-28,13.4,8.3,15.3,,,22,6.5,,1009.2,
2019-06-29,13.2,11.7,14.7,,,115,5.4,,1009.2,
2019-06-30,10.4,8.8,14,,,210,8.7,,1017.9,
2019-07-01,8.2,2.2,13.6,,,274,8.2,,1018.6,
2019-07-02,10.8,4.8,15.6,,,263,9.6,,1007.4,
2019-07-03,8.4,4.1,15.6,,,225,9.8,,1012.9,
2019-07-04,7.3,3.9,11.9,,,194,10.4,,1020,
2019-07-05,5.9,1.2,11,,,191,10.7,,1028.2,
2019-07-06,6.2,0.2,12.1,,,273,3.3,,1030,
2019-07-07,7.9,1.2,13.1,,,303,7.3,,1027,
2019-07-08,10.4,5.3,14.2,,,339,7.4,,1023,
2019-07-09,12.8,7,16.7,,,3,4.5,,1021.2,
2019-07-10,13.4,10.2,16.9,,,31,3.4,,1017.5,
2019-07-11,12.9,8.4,18.1,,,80,5.7,,1014,
2019-07-12,14.6,10.6,19.4,44.2,41,141,6.5,,1013.7,
2019-07-13,10.2,6.1,17.4,,,133,4.3,,1018.8,
2019-07-14,9.1,4.4,14,,,31,3.5,,1020.3,
2019-07-15,12.1,5.5,17.6,,,140,2.9,,1021.6,
2019-07-16,10.3,4.6,17.6,,,342,5.2,,1024.4,
2019-07-17,13,5.8,17.5,,,332,13,,1022.4,
2019-07-18,14,10.7,17.5,,,336,5.7,,1020.4,
2019-07-19,14.6,9.9,19.7,,,11,4.5,,1018,
2019-07-20,16.1,11.1,19.8,,,340,8.4,,1011.6,
2019-07-21,21.4,12.7,27.6,,,316,15.6,,1002.5,
2019-07-22,12.8,9.4,27.6,,10,137,10.2,,1017.8,
2019-07-23,10.3,8,16.3,,,135,7.8,,1025.8,
2019-07-24,10.3,4.4,15,,,119,6.4,,1029.6,
2019-07-25,10.4,7,15,,,80,8,,1025.5,
2019-07-26,12.3,9.5,14,19.8,20,154,6.2,,1018.8,
2019-07-27,12.7,6.2,17.7,,,256,4,,1027,
2019-07-28,12.2,8,18,,,21,7.4,,1024.6,
2019-07-29,13.1,9.5,15.6,,,2,2.1,,1019,
2019-07-30,12.4,7.5,18.2,,,307,6.3,,1017.9,
2019-07-31,15.1,8.7,20.5,,,295,9.9,,1010.7,
2019-08-01,14.1,12,20.5,,,215,11.8,,1012.6,
2019-08-02,11.3,6.5,16.8,,,200,13.8,,1023.2,
2019-08-03,11.1,5.6,17.1,,,196,6.5,,1028,
2019-08-04,12.3,7.6,18,,,312,11.7,,1028.8,
2019-08-05,13.9,9.7,19,,,325,13,,1023.1,
2019-08-06,16.3,10.3,22.7,,,322,10.8,,1015.6,
2019-08-07,13.7,10.9,22.8,,,68,9.4,,1020.8,
2019-08-08,11.8,10.2,16.8,,,89,10.9,,1026.5,
2019-08-09,9.4,7.3,15,,10,126,8.6,,1021.4,
2019-08-10,10.3,3.4,17.5,,10,277,7.6,,1019.2,
2019-08-11,12.7,7.3,18,,,327,8.2,,1017,
2019-08-12,11.9,9,18.1,,,190,10.5,,1021.3,
2019-08-13,7.2,2,13.7,,,154,7.9,,1034.6,
2019-08-14,6.6,1,11.3,,,337,10.5,,1033.1,
2019-08-15,11.3,5.3,16.5,,,334,6.9,,1024,
2019-08-16,15,10,20.7,,,0,4.5,,1014.5,
2019-08-17,14.7,11.7,21,,10,110,5.8,,1010.3,
2019-08-18,10.4,7,17.2,,20,106,11.7,,1024.9,
2019-08-19,6.4,2.2,13,,,94,7.1,,1030.6,
2019-08-20,8.2,4,11.7,,,84,7.8,,1031.4,
2019-08-21,9.6,7.1,12.5,,,43,9.6,,1029.9,
2019-08-22,11.3,8.6,15.6,,,13,4.4,,1028.6,
2019-08-23,11.6,6.2,17.6,,,2,4.1,,1026.1,
2019-08-24,13.8,9.9,17.8,,,334,8.7,,1023.4,
2019-08-25,15.1,11.5,18,,,19,7.2,,1020.3,
2019-08-26,17.6,13.2,23.2,,,341,4.5,,1018.4,
2019-08-27,18.3,12.6,23.5,,,10,6.6,,1021.7,
2019-08-28,20.6,16.5,26,,,327,13.1,,1012.6,
2019-08-29,21.2,15,26,,,157,7.8,,1009.9,
2019-08-30,14.2,10,22.5,,,102,5.8,,1016.8,
2019-08-31,12.8,7.3,19.1,,,191,5.3,,1019.4,
2019-09-01,11.3,7,19.8,,,203,7.3,,1020.5,
2019-09-02,10.5,6,16.1,,,248,7.4,,1018.9,
2019-09-03,8.4,2.4,16.5,,,203,7.7,,1024.2,
2019-09-04,8.9,3.5,14.2,,,144,7.7,,1029.9,
2019-09-05,9.4,6,13.6,,,56,10.5,,1031.6,
2019-09-06,11.9,8,16.2,,,49,11.6,,1022,
2019-09-07,14.8,11.4,18.6,,,122,6.4,,1014.9,
2019-09-08,13.9,11,18.8,,,63,4.5,,1013.8,
2019-09-09,13.6,12.3,19,,,119,10.5,,1010.1,
2019-09-10,13.5,11,17.1,,20,110,7.1,,1019.2,
2019-09-11,13.7,10.6,18.2,,,94,6.8,,1019.1,
2019-09-12,13.3,7.6,19,,,227,6.4,,1021.3,
2019-09-13,14.4,9,19.8,,,4,5.5,,1023.2,
2019-09-14,15.5,11.6,20.2,,,358,10.4,,1016.3,
2019-09-15,17.5,12.8,23,,,8,7.5,,1009.8,
2019-09-16,16.1,12.5,23.2,,,161,9.7,,1018.2,
2019-09-17,16,8.7,24.2,,,265,9,,1012.8,
2019-09-18,16.5,9.5,24.5,,,25,6.8,,1009.1,
2019-09-19,17.1,9.6,21.4,,,218,10.5,,1008.2,
2019-09-20,13.8,6.4,21.2,,,252,5.2,,1019.2,
2019-09-21,16.7,10.4,24.6,,,267,7.6,,1020.2,
2019-09-22,14.9,9.5,25,,,58,9.4,,1029.1,
2019-09-23,15.1,10.8,19.2,,,357,10.6,,1025.8,
2019-09-24,18.6,11.5,26.2,,,320,6.5,,1022.3,
2019-09-25,22.4,14.2,31,,,247,6,,1019.6,
2019-09-26,20.4,13,30.9,,,49,8.3,,1021.6,
2019-09-27,16.3,13.7,27.4,,,56,12.2,,1022.6,
2019-09-28,17.3,13.2,22.1,,,352,11.7,,1017.8,
2019-09-29,20.9,14.4,27.5,,,345,10.4,,1010.6,
2019-09-30,22.4,19,27.5,,,15,13,,1002,
2019-10-01,14.5,10.6,27.2,,51,128,13.5,,1007.7,
2019-10-02,14,11.2,16.9,,,123,17.7,,1019.2,
2019-10-03,11.3,6.3,17.3,,,108,15.9,,1026.2,
2019-10-04,13.8,10.8,15,,,79,9.1,,1019.4,
2019-10-05,15.4,10,20.2,,,162,7.7,,1020.6,
2019-10-06,16.1,11,20.7,,,321,11.2,,1021,
2019-10-07,19.2,13,26,,,271,9.5,,1014.4,
2019-10-08,19.4,11,27.2,,,252,4.2,,1017.1,
2019-10-09,20.6,14,28,,,308,6.9,,1015,
2019-10-10,22.3,17,28.2,,10,333,9.1,,1009.8,
2019-10-11,21.5,18,27,,20,18,8.1,,1007.8,
2019-10-12,18.9,16,23.1,,61,61,11.9,,1007.5,
2019-10-13,18,11.5,20.2,,30,110,11.8,,1016.6,
2019-10-14,11.3,8.2,19.3,,,101,15.9,,1029.8,
2019-10-15,11.4,8.6,14.2,,,85,10.9,,1029.4,
2019-10-16,14.2,11.1,16.6,11.9,10,56,13,,1023.1,
2019-10-17,16.9,13.4,19,,,20,12.2,,1015,
2019-10-18,18.3,12.2,24.7,,41,206,8.6,,1018.6,
2019-10-19,17.7,10,24.7,,,40,5.9,,1023.2,
2019-10-20,15.6,13.9,24.3,,,46,9.1,,1020.2,
2019-10-21,15.6,13.2,18.7,,,26,4.2,,1017.1,
2019-10-22,17.1,12,23,,,235,7.3,,1015.7,
2019-10-23,17.4,10.5,23.1,,,212,9.3,,1015.4,
2019-10-24,19,9.5,26.5,,,131,5.1,,1014.9,
2019-10-25,23.3,16.4,30.2,,,284,6.3,,1015,
2019-10-26,25,20.2,30.2,,,325,10.5,,1009.6,
2019-10-27,23.2,19.3,30.2,,,55,9.3,,1007.4,
2019-10-28,20.8,15.5,27.3,,10,93,8.1,,1005,
2019-10-29,17.1,13,22.8,,,103,11.8,,1009.1,
2019-10-30,18.6,15,22.7,,,106,10.5,,1014.2,
2019-10-31,19.2,13.2,24,,,66,9.1,,1019.8,
2019-11-01,19.7,16.4,24.2,,,11,13.4,,1014.4,
2019-11-02,23.1,18.2,28,,,148,9.4,,1011.4,
2019-11-03,19.3,12.2,28.3,,,38,9.6,,1011.6,
2019-11-04,20.9,18.5,24.5,,,22,6,,1005.7,
2019-11-05,20.6,14.2,25.6,,,63,5.6,,1014.3,
2019-11-06,21.7,17,27.2,,,320,7.8,,1015.2,
2019-11-07,22.8,17.8,30.2,,,293,13.1,,1012.7,
2019-11-08,19.7,14.5,31.6,,,68,12.7,,1014.7,
2019-11-09,21.1,17.7,25.2,,,67,12.1,,1016.6,
2019-11-10,20.9,16,25.6,,,59,10.5,,1020.6,
2019-11-11,21.1,18,24.7,,,25,10.2,,1019.7,
2019-11-12,22.8,18.6,28,,,11,10.5,,1013.4,
2019-11-13,26.1,20,32,,,91,5,,1008,
2019-11-14,25.2,19.4,32.4,,,91,7.7,,1010.7,
2019-11-15,24.7,19.9,30,,,347,8.2,,1012.8,
2019-11-16,22.7,19.4,29.4,,,317,9.9,,1010.4,
2019-11-17,25,17.8,31.5,,,313,6.2,,1010.1,
2019-11-18,26.5,21.7,33.2,,,333,4.4,,1013.4,
2019-11-19,25.4,19.3,33.9,,,53,6.3,,1015,
2019-11-20,28.6,23.8,34.6,,,4,7,,1012.3,
2019-11-21,27.4,21.4,34.8,,,52,10.2,,1011.5,
2019-11-22,22.2,19.4,32.5,,,98,13.5,,1015.6,
2019-11-23,18.6,12,24.7,,,87,13.4,,1021.9,
2019-11-24,21,16.6,25.6,,,15,16.8,,1016.3,
2019-11-25,19.7,16.9,25.9,,,54,10.3,,1010,
2019-11-26,21.1,17.3,25,,,164,7.6,,1009.6,
2019-11-27,22.1,12.6,28.5,,,203,6.3,,1013.5,
2019-11-28,23.6,14.6,30,,,320,8.3,,1012,
2019-11-29,24.8,20.4,31.1,,,309,8.2,,1006.4,
2019-11-30,23.1,15.8,30.6,,,218,8.4,,1009.9,
2019-12-01,21,13.5,29.3,,,126,8.7,,1019.6,
2019-12-02,21.3,13.4,26.7,,,1,8.1,,1017.6,
2019-12-03,21.2,18.2,27,,,314,8.6,,1010.9,
2019-12-04,20.6,16.7,24.7,,,126,5.8,,1011.2,
2019-12-05,18.6,11.6,25.5,,,194,7.9,,1013.1,
2019-12-06,24.1,16.7,31,,,129,8.5,,1010.4,
2019-12-07,22.3,13,31,,,30,6,,1014.8,
2019-12-08,25.7,19.4,33.2,,,315,10.2,,1010.6,
2019-12-09,27.7,20.2,36.2,,,299,7.7,,1010,
2019-12-10,30.9,23.5,37.7,,,277,6.6,,1008.1,
2019-12-11,30.6,24.5,37.9,,,298,9.7,,1004.8,
2019-12-12,23.4,20.2,36.3,,,197,15.1,,1008.9,
2019-12-13,19.6,12,26.4,,,25,7.5,,1015.6,
2019-12-14,24.4,18,30,,,352,7.8,,1012.5,
2019-12-15,21.7,19.1,30.5,,,99,7,,1008,
2019-12-16,22.1,14.4,27.7,,,352,6.6,,1009.8,
2019-12-17,23.6,17.4,28.4,,,36,7.9,,1013.1,
2019-12-18,26.4,21.5,32,,,337,13.2,,1012.4,
2019-12-19,28,22.5,32.5,,,351,9.6,,1011,
2019-12-20,23.4,18.5,32.6,,,94,9,,1008.8,
2019-12-21,18.9,13.4,26.7,,,156,12,,1011.1,
2019-12-22,19.1,10.6,27,,,134,7.5,,1015.9,
2019-12-23,23.7,16.3,30.2,,,50,8.2,,1012.6,
2019-12-24,26.9,20.5,33.2,,,314,14.6,,1005.7,
2019-12-25,22.7,15.5,33.3,,,114,10.6,,1014.1,
2019-12-26,20.9,15.3,27.2,,,74,8,,1014.7,
2019-12-27,26.2,20.4,33.2,,,13,8.4,,1012.3,
2019-12-28,27.3,25,33.3,,,5,7.5,,1010.5,
2019-12-29,28.1,22.4,34.2,,,54,4.1,,1011.9,
2019-12-30,24.6,22.7,34.3,,,90,7.3,,1009.5,
2019-12-31,24.8,21.4,27.7,,,148,10.7,,1007.3,
2020-01-01,23.1,19.2,28.5,,,114,9.9,,1013.5,
2020-01-02,22.3,18.6,26.2,,,90,13.3,,1017.9,
2020-01-03,23.9,20,27.7,,,48,9.9,,1019.6,
2020-01-04,24.9,21.6,28.7,,,13,11.2,,1013.8,
2020-01-05,26,21.1,30.2,,,18,6.1,,1004.8,
2020-01-06,23.7,19,30.3,,,236,8.3,,1004,
2020-01-07,23.8,17,30.6,,,291,5.6,,1008.3,
2020-01-08,26.9,21.5,32.5,,,325,12.2,,1006.6,
2020-01-09,27.7,23,32.8,,,55,8.9,,1007.2,
2020-01-10,26.8,22,32.2,,,81,6.6,,1010.1,
2020-01-11,25.5,19,32.5,,,52,6.2,,1011.7,
2020-01-12,26.4,21.6,31.8,,,50,10.8,,1015.5,
2020-01-13,24.6,20.8,30.3,,,53,14.8,,1015.2,
2020-01-14,25.2,21.7,29.5,,,0,10.9,,1007.8,
2020-01-15,25.1,21.5,29.5,,,168,7.9,,1004.9,
2020-01-16,20.7,13.6,28.3,,,121,9.3,,1018.8,
2020-01-17,21.6,16.8,26.4,,,32,9.3,,1021,
2020-01-18,25,21.5,29.2,,,348,8.3,,1016.5,
2020-01-19,27.7,23.5,32.7,,,12,7.4,,1012.2,
2020-01-20,29.4,24.7,34.5,,,20,5.6,,1009.4,
2020-01-21,26.3,22.5,34.4,,,81,6.5,,1009.9,
2020-01-22,26.3,22.5,30,,,67,9.3,,1013.6,
2020-01-23,26.7,23.2,31,,,6,8.9,,1014.6,
2020-01-24,28.1,23.1,33.5,,,300,11.1,,1010.9,
2020-01-25,30.2,23.8,36.5,,,244,6.8,,1006.3,
2020-01-26,28.5,22.9,36.7,,,179,7.7,,1007.1,
2020-01-27,22,15.3,34.3,,,106,13.4,,1015.9,
2020-01-28,23.1,17.9,29.8,,,19,9.2,,1011.3,
2020-01-29,24.8,17.5,30,,,125,9.7,,1009.8,
2020-01-30,19.8,13,27.6,,,91,8.6,,1015.2,
2020-01-31,22.5,15.5,28.2,,,351,5.3,,1014.4,
2020-02-01,25.4,18.1,30.6,,,341,6.5,,1012.7,
2020-02-02,27.6,21.6,34,,,350,6.2,,1013,
2020-02-03,29.3,25.4,35,,,1,9.9,,1013.6,
2020-02-04,28.9,24,35,,,356,10.1,,1010.9,
2020-02-05,29.2,25,34.9,,,22,9.6,,1009.4,
2020-02-06,29.6,23.5,35.6,5.1,,10,10,,1010.6,
2020-02-07,27.9,23.2,36.1,0,,72,6.7,,1013.3,
2020-02-08,24,19.9,30.5,,,110,10.9,,1015.8,
2020-02-09,20.9,15.9,28.6,,,114,12,,1020.3,
2020-02-10,19.9,14.3,25.5,,,79,7.3,,1022.2,
2020-02-11,22.6,18.1,26.5,,,23,9.4,,1020.9,
2020-02-12,24,19.4,28.5,,,359,9.8,,1016.6,
2020-02-13,26.2,21.8,31.2,,,3,11.7,,1011.4,
2020-02-14,26.1,20.8,31.5,,,180,5.2,,1009.1,
2020-02-15,25.3,18.4,32,,,340,5.3,,1008.5,
2020-02-16,29.3,24.4,34,,,315,8.4,,1006.3,
2020-02-17,25.7,21.5,34,,,334,8.2,,1004,
2020-02-18,22.3,17.6,30,35.1,,199,9.1,,1008.7,
2020-02-19,23.6,17,29.6,0,,271,4.2,,1010.5,
2020-02-20,20.7,14.9,29.9,,,155,14.3,,1017.8,
2020-02-21,18.2,13,24.5,,,168,13.4,,1023.3,
2020-02-22,17.5,11.5,23.3,,,97,8.1,,1024.3,
2020-02-23,20.9,14.6,26,,,3,5.6,,1017.9,
2020-02-24,24.4,19.4,29.7,,,312,9,,1008.4,
2020-02-25,23.2,18.1,29.8,,,84,7.3,,1010,
2020-02-26,21.9,17.6,28.5,,,6,5.5,,1014.2,
2020-02-27,23.6,17.6,29.5,,,323,7.3,,1014.1,
2020-02-28,25.6,18.5,32,,,323,6.7,,1015.2,
2020-02-29,25.8,21.6,32.4,,,333,6.9,,1018.5,
2020-03-01,28.7,22.5,34,,,349,6.2,,1019,
2020-03-02,28.6,24,34,,,353,9.4,,1018.9,
2020-03-03,27,22.5,33,,,8,8,,1016.6,
2020-03-04,27.1,22.8,31.9,,,6,6.1,,1016.5,
2020-03-05,26.1,22,32,,,8,8.1,,1017.9,
2020-03-06,25.3,21.4,30.9,,,6,8,,1015.9,
2020-03-07,26.3,21.9,32.1,,,2,9.4,,1010.5,
2020-03-08,27.7,23.6,33.5,,,331,6.2,,1010,
2020-03-09,24.8,20.5,33.4,,,75,10.5,,1016.1,
2020-03-10,22.1,19.2,28.3,9.9,,61,13.3,,1018.1,
2020-03-11,21.5,20.2,25.4,0,,39,9.7,,1013,
2020-03-12,23,18.8,28.2,,,356,3.8,,1012.2,
2020-03-13,25.4,21.1,31.5,,,31,8.1,,1012.5,
2020-03-14,23.8,19.5,31.4,,,75,9.9,,1012.9,
2020-03-15,19.8,16.5,23.7,,,101,7.1,,1018.9,
2020-03-16,19.6,14.8,24.5,,,57,6,,1017.4,
2020-03-17,20.5,17.5,23.5,,,38,7.1,,1013.9,
2020-03-18,20.7,17.2,24.6,9.1,,109,5.2,,1011.8,
2020-03-19,20.4,16.2,25.7,,,214,7.6,,1011.7,
2020-03-20,21.9,15.4,29.6,,,313,4.2,,1012.2,
2020-03-21,23.4,18.3,29.8,,,310,6.7,,1012.4,
2020-03-22,23.2,16.6,29.7,,,346,5.1,,1016.4,
2020-03-23,24.9,21.3,30,,,338,8.9,,1017.2,
2020-03-24,25.6,21,30.8,,,355,9.2,,1014.1,
2020-03-25,24.7,21.2,31,0.5,,59,10.4,,1014.7,
2020-03-26,23.3,20.4,27.1,0,,82,9,,1016.4,
2020-03-27,25.1,21.2,29.2,,,7,7.7,,1013.5,
2020-03-28,25,21.8,29.5,,,6,3.7,,1012.3,
2020-03-29,25.3,20.7,30.2,,,342,4.2,,1014.9,
2020-03-30,24.6,22.1,30.2,,,63,8.4,,1017,
2020-03-31,22.4,19.2,27.9,,,57,13.1,,1017.7,
2020-04-01,22.1,19.5,24.7,,,340,11.1,,1013.5,
2020-04-02,18.9,13.2,24.7,,10,160,14.8,,1018.5,
2020-04-03,17.1,11.8,23.5,,,98,8,,1018.1,
2020-04-04,20.2,14.4,25.7,,,317,7.8,,1012.1,
2020-04-05,20.4,15,25.7,,,317,5.5,,1010.8,
2020-04-06,18.7,14.2,24.6,,,186,9.6,,1018.4,
2020-04-07,14.6,9.4,20.7,,,155,5.8,,1025.5,
2020-04-08,13.8,8.2,20,,,116,4.2,,1026,
2020-04-09,15.1,9.2,20.7,,,101,6.7,,1024.4,
2020-04-10,16.7,11,21.2,,,60,6.2,,1022.3,
2020-04-11,19.3,15.1,23.7,,,347,7.1,,1019.2,
2020-04-12,19.7,14.6,24.7,,,22,6.5,,1016.9,
2020-04-13,18.8,12.6,24.8,,,54,8.1,,1012.5,
2020-04-14,14.5,9,20.5,,10,175,11.3,,1013.6,
2020-04-15,15.3,9.1,21.7,,,169,8,,1017.6,
2020-04-16,14.5,8,22.2,,,62,3.1,,1023.9,
2020-04-17,15.9,11.4,22.5,,,359,4.6,,1025.7,
2020-04-18,19,13.5,25,,,343,8,,1022.6,
2020-04-19,20.9,17,26.6,,,341,8.8,,1018.4,
2020-04-20,20.7,14.5,28.7,,,332,3.1,,1016.1,
2020-04-21,18.8,16.4,28.9,,,98,12.2,,1019.2,
2020-04-22,17.5,15.2,21.9,,,71,7.3,,1018.7,
2020-04-23,20.1,16.8,24.6,,,49,6.2,,1014.5,
2020-04-24,21.3,18.9,24.7,,,24,10,,1009,
2020-04-25,19.4,16.2,23.2,,,102,11.4,,1015.7,
2020-04-26,18.1,15.4,21.6,,10,73,15.6,,1025,
2020-04-27,18.6,16.5,21.6,,,21,11.7,,1020.3,
2020-04-28,19.2,15,21.3,46,30,296,11.6,,1011.1,
2020-04-29,16.8,11.4,23,,30,232,6.7,,1016.8,
2020-04-30,16.2,11.4,23,,,171,3.8,,1019.8,
2020-05-01,16.9,12.5,22.5,,,219,5.7,,1021.5,
2020-05-02,14.8,10.5,22.5,,,76,4.7,,1023.5,
2020-05-03,17.2,11.9,20.6,,,358,10.1,,1018.7,
2020-05-04,16.3,13.4,20.8,,,352,4.2,,1012.4,
2020-05-05,14.6,10.4,19.6,,,210,16.6,,1013.5,
2020-05-06,12.1,8.5,16.9,,,183,7.5,,1024.5,
2020-05-07,13.8,8.4,19.6,,,273,5.6,,1024.6,
2020-05-08,14.2,9.4,19.6,,,304,9.6,,1020.4,
2020-05-09,16.3,10.8,22.5,,,307,12.6,,1013.6,
2020-05-10,19.2,11.9,25.2,,,322,9.2,,1007.8,
2020-05-11,18.7,11.5,25.3,,,141,9,,1014.6,
2020-05-12,13.3,7.8,20.8,,,44,2.5,,1017.8,
2020-05-13,14.2,8.5,21,,,193,5.3,,1019.4,
2020-05-14,11.6,5.4,21,,,252,6.2,,1023.4,
2020-05-15,15,7,22.5,,,281,10.3,,1016,
2020-05-16,19.8,11.4,28,,,264,8.2,,1011.3,
2020-05-17,20.7,15,28.4,,,288,6.5,,1014.6,
2020-05-18,18.3,14.7,26.9,,,5,11.5,,1018.3,
2020-05-19,19.4,15,24.5,,,345,7.8,,1014.2,
2020-05-20,20.1,16.5,24.5,,,358,6.3,,1010.8,
2020-05-21,15.7,13.2,24.5,,10,137,14.6,,1013.9,
2020-05-22,13.2,10.5,15.5,,,135,16.6,,1021.8,
2020-05-23,12.5,8.1,17.7,,,144,7.9,,1023.2,
2020-05-24,12.2,8,18.5,,,264,9.7,,1014.2,
2020-05-25,14.8,9.2,18.4,,,202,17.5,,1013.1,
2020-05-26,13.8,9,18.6,,,221,4.3,,1017.9,
2020-05-27,14.7,9.4,21.1,,,320,8.2,,1015.8,
2020-05-28,16.4,10.6,21.7,,,333,6.3,,1015.7,
2020-05-29,15.4,10.4,21.8,,,47,3.9,,1014.9,
2020-05-30,13.3,8.6,21.7,,,243,6.7,,1014.2,
2020-05-31,10.1,6.5,15.1,,,198,14.8,,1018.9,
2020-06-01,10.2,5.9,14.3,,,183,5.6,,1023,
2020-06-02,9.4,4.5,16,,,300,5.1,,1021.2,
2020-06-03,12.1,5.1,17.2,,,350,3.7,,1023.7,
2020-06-04,11.8,8.1,17.3,,,67,5.5,,1025.6,
2020-06-05,12.3,9,16.6,,,106,7.8,,1019.7,
2020-06-06,15.8,12.3,17.2,0.5,,94,11.6,,1014.4,
2020-06-07,15.4,13.6,17.2,,,152,3.2,,1015.8,
2020-06-08,15.1,11.5,17,,,292,2.5,,1016.1,
2020-06-09,13.8,10.3,19.7,,,319,2.9,,1014.6,
2020-06-10,14.1,9,20.5,,,314,5,,1012.3,
2020-06-11,12.9,9.2,20.5,,,331,6.8,,1010.5,
2020-06-12,15.4,8.7,21,,,229,7,,1007.2,
2020-06-13,10.4,5,20.9,,,210,13,,1022.7,
2020-06-14,7.4,1.3,13.7,,,346,5.4,,1028.1,
2020-06-15,12,2.4,15,,,13,10.9,,1022.2,
2020-06-16,17.7,10.4,24,,,356,9.7,,1015.1,
2020-06-17,21.8,15.5,27.2,,,334,15.1,,1006.5,
2020-06-18,16.9,12.6,27.2,,30,280,8.3,,1006.4,
2020-06-19,13.4,9.8,18.6,,,333,4.9,,1011.1,
2020-06-20,13.1,9.9,16.7,,,94,7,,1012.6,
2020-06-21,14.2,10.9,18.2,,20,165,9.8,,1013.5,
2020-06-22,12.5,9.2,18.2,,,62,8.3,,1015.2,
2020-06-23,13.9,12,15.4,,,137,7.4,,1006.2,
2020-06-24,13,9.9,14.5,,,126,11.1,,1006.8,
2020-06-25,10.3,6.2,14.5,,,188,10,,1016.9,
2020-06-26,8.5,3.1,14.5,,,249,4,,1022.4,
2020-06-27,9.6,5,15.2,,,334,4.4,,1023.5,
2020-06-28,9.6,3.6,15.2,,,17,4.8,,1023.5,
2020-06-29,11.5,4.9,15.1,,,56,12.9,,1017.4,
2020-06-30,11.3,8.6,13.8,29.7,20,107,13.2,,1008.7,
2020-07-01,8.1,5,12.6,,20,159,11.4,,1018.4,
2020-07-02,7.7,4,11.1,,,253,4.8,,1020.7,
2020-07-03,9.9,6.1,14.8,,,281,11.5,,1015.3,
2020-07-04,11.9,6.8,16,,,332,8.3,,1011.1,
2020-07-05,11.3,7,16.2,,,150,7.5,,1016.6,
2020-07-06,7.7,3.6,14.4,,,123,4.4,,1024.4,
2020-07-07,7.3,3.1,13,,,107,9.7,,1024.2,
2020-07-08,8.7,3.6,14,,,125,5.4,,1020.7,
2020-07-09,9.8,4.6,15.6,,,256,6.5,,1018.8,
2020-07-10,11.2,6.1,15.6,,,272,14.5,,1011.1,
2020-07-11,9.8,2.5,15.2,,,252,6,,1013.9,
2020-07-12,10.4,3.9,15.9,,,204,7.5,,1013.5,
2020-07-13,9.9,7.5,15.3,0,,216,12.6,,1020.4,
2020-07-14,6.9,0.8,13.5,,,243,4.8,,1024.6,
