date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-09-10,13.3,11.6,15.1,,,158,7.4,,1017.2,
2021-09-11,15.4,13,18.4,,,351,12.4,,1016.4,
2021-09-12,18.8,14.6,26.4,,,4,20.8,,1008.6,
2021-09-13,16.6,14,26.4,,,116,13.5,,1009.8,
2021-09-14,14.5,9.8,19.8,,,179,13.4,,1016.4,
2021-09-15,14.3,6.1,21.7,,,288,5.1,,1021.6,
2021-09-16,17.9,11.4,24.5,,,302,9.4,,1024.3,
2021-09-17,18.7,15.1,24.6,,,346,13.5,,1019.5,
2021-09-18,18.1,12.5,23.4,,,20,6.4,,1015.5,
2021-09-19,16.9,14,23.4,,,50,11.8,,1013.3,
2021-09-20,16.6,13,19.2,,,129,22.3,,1016.7,
2021-09-21,12.4,6.5,20,,,91,12,,1027.9,
2021-09-22,13.2,10,16.8,,,50,9.9,,1025.1,
2021-09-23,16.1,13.8,19.2,,,56,9,,1022.3,
2021-09-24,15.2,10.6,20,,,62,12,,1023.8,
2021-09-25,16.4,12.6,20.2,,,25,8.5,,1019.6,
2021-09-26,20,15.2,25.5,,,359,7.7,,1016,
2021-09-27,15.8,12.8,25.4,,,95,12.4,,1019.2,
2021-09-28,14,10.6,16.6,,,98,15.2,,1021.1,
2021-09-29,17.4,14.7,21,,,33,9.5,,1018.6,
2021-09-30,16.9,15.2,21,,,11,12.8,,1010.2,
2021-10-01,17.5,11.5,24.2,,,172,6.1,,1014,
2021-10-02,15.6,11,24.4,,,342,9.1,,1011.3,
2021-10-03,13.5,7.5,19.1,,,180,15.4,,1015.3,
2021-10-04,15.1,6.5,21.7,,,276,4.2,,1017.6,
2021-10-05,18.2,13.2,23.5,,,314,11.5,,1015.8,
2021-10-06,15.7,11.6,23.5,,,132,20.7,,1020,
2021-10-07,12.2,6.5,18.4,,,79,6.5,,1022.8,
2021-10-08,14,10.4,17.5,,,47,10.7,,1019.9,
2021-10-09,16,10.9,20.6,,,75,10.3,,1020.2,
2021-10-10,17,13.8,20.6,,,64,11.8,,1018.8,
2021-10-11,17.8,16.2,21.6,,,101,7.7,,1016.3,
2021-10-12,17.9,14.6,21.8,,,101,6.8,,1012.7,
2021-10-13,18.3,15.9,21.8,,,115,5.1,,1008.5,
2021-10-14,17.3,12,25.5,,,284,7.6,,1006.8,
2021-10-15,15,10.3,25.5,,,129,14.8,,1020.7,
2021-10-16,15.6,9.8,20.4,,,332,10.8,,1023.6,
2021-10-17,18,12.6,22.6,,,325,8.2,,1020.5,
2021-10-18,17.5,12.6,23.5,,,102,7.8,,1021.6,
2021-10-19,17.4,12.6,23.7,,,42,7.2,,1022,
2021-10-20,19.8,14.4,25.4,,,31,10.3,,1018.9,
2021-10-21,22.1,17.2,27.6,,,348,10.1,,1014.8,
2021-10-22,21.2,15.2,27.6,,,311,15.4,,1011.7,
2021-10-23,17.6,14.5,26.2,17,,140,8.2,,1008.6,
2021-10-24,18.7,9.4,26.4,,,245,7.6,,1012.3,
2021-10-25,23.6,17.8,31.5,,,241,14.5,,1009.7,
2021-10-26,26.8,18.6,36.1,,,312,5.5,,1012.5,
2021-10-27,27.8,21.1,36.3,,,308,6.9,,1017.8,
2021-10-28,27.6,20.4,34.1,,,8,8.5,,1020.3,
2021-10-29,26.2,21.4,34.4,,,32,10.1,,1017.4,
2021-10-30,25.4,21.1,30.5,,,15,13.6,,1014.5,
2021-10-31,20,14.5,31,,,104,10.5,,1018.7,
2021-11-01,17.4,14.2,20.6,,,104,15.2,,1018.1,
2021-11-02,19.4,16.1,23.9,,,116,6.9,,1014.8,
2021-11-03,21.9,19.5,25.5,,,95,8,,1009.8,
2021-11-04,23,20.1,27.2,,,34,9.3,,1009.7,
2021-11-05,18.9,13,27.5,,,133,16.4,,1018.8,
2021-11-06,16.5,12.5,22.2,,,80,17.7,,1023.1,
2021-11-07,19.2,16.1,23,,,24,8.4,,1018.3,
2021-11-08,22,15.4,28.7,,,343,7,,1015.9,
2021-11-09,19.7,15.4,28.8,,,60,11.1,,1018.5,
2021-11-10,20,17.2,23.9,,,46,13.3,,1020.2,
2021-11-11,21,17.7,25,,,24,14,,1022.2,
2021-11-12,20.4,16.2,25.5,,,7,23.6,,1020.6,
2021-11-13,22.4,16.8,28.7,,,358,14.6,,1011.4,
2021-11-14,22.2,18.5,29,,,264,7.1,,1011,
2021-11-15,23.8,16.3,29.6,,,2,10,,1010.2,
2021-11-16,19.7,14.7,29.6,,,146,14.7,,1016,
2021-11-17,15.9,9,21.5,,,187,8.6,,1018.4,
2021-11-18,19.7,10.8,26.3,,,298,8.2,,1013.4,
2021-11-19,23.6,17.4,29.7,,,318,6.2,,1013.8,
2021-11-20,23.7,17.6,29.8,,,12,6.3,,1013.6,
2021-11-21,29.1,22.6,35,,,280,10.8,,1009.1,
2021-11-22,28.6,20.8,36.5,,,232,13,,1006.7,
2021-11-23,20.6,14,36.4,,,64,11.9,,1017.3,
2021-11-24,25.8,19.2,33.2,,,332,11.7,,1010.7,
2021-11-25,22.9,18.7,33.5,,,95,8.4,,1005.1,
2021-11-26,22.8,17,29.2,,,96,10.1,,1010,
2021-11-27,23.1,19.4,30,,,44,11.2,,1010.2,
2021-11-28,20.8,17.7,27.8,15,,75,7.4,,1006.1,
2021-11-29,21.1,17.5,25.4,,,171,13.1,,1004,
2021-11-30,21.1,15.5,26.5,,,147,7,,1010.3,
2021-12-01,19.7,16.5,26.5,,,53,9.6,,1014.9,
2021-12-02,21.3,17.4,25.7,,,31,10.3,,1016.2,
2021-12-03,22,18.7,26.4,,,26,10.2,,1015.8,
2021-12-04,22,19.8,26,,,76,8.5,,1018.8,
2021-12-05,21.7,19.4,26.1,,,53,12.2,,1019.9,
2021-12-06,22.4,17.6,27.7,,,76,9.7,,1021.1,
2021-12-07,24.1,20.6,28.7,,,32,11.9,,1019.7,
2021-12-08,23.7,19.3,28.7,,,20,12,,1018.2,
2021-12-09,23.2,20.3,28.7,,,31,14.8,,1017.2,
2021-12-10,22.8,20.5,26.1,,,16,9.2,,1013.2,
2021-12-11,24.5,19.3,30,,,17,8.3,,1006.4,
2021-12-12,25.4,22.8,30,,,347,7.5,,1004.4,
2021-12-13,24.4,20.5,30.2,,,85,9,,1011.9,
2021-12-14,23.9,20,28.7,,,58,13.3,,1014.4,
2021-12-15,23,19.1,28.2,,,111,7.8,,1014.3,
2021-12-16,21.4,16.7,28.2,,,82,14.3,,1016.3,
2021-12-17,23,19.3,27.3,,,41,9.9,,1018.3,
2021-12-18,24.2,20.4,28.2,,,34,10.2,,1016.7,
2021-12-19,25.6,21.2,30,,,17,9.5,,1012.7,
2021-12-20,25.9,20.9,31.2,,,61,12.7,,1011.5,
2021-12-21,25.2,23,31.2,,,55,9.9,,1009.1,
2021-12-22,25.9,21.5,30.1,,,57,8,,1013.3,
2021-12-23,25.8,22.6,30.1,,,32,7.8,,1015.8,
2021-12-24,28.2,23.1,33.8,,,357,14,,1010.3,
2021-12-25,26.4,21.4,33.8,4.1,,86,9.1,,1009.7,
2021-12-26,26.8,19.3,32.8,,,25,5.4,,1012,
2021-12-27,26.2,21.8,33.2,,,53,6.6,,1010.1,
2021-12-28,29.1,23.9,35.1,,,1,7.5,,1010.6,
2021-12-29,32.1,26.5,37.2,,,336,14.8,,1009.9,
2021-12-30,30.9,26.4,37.2,,,346,9.2,,1008.3,
2021-12-31,28.1,22,36,,,62,8.7,,1006.5,
